text,origins,gender,kind
Anželika,Latvian;Lithuanian,Female,First
Anzhela,Ukrainian;Bulgarian;Armenian;Belarusian;Russian,Female,First
Anzhelika,Russian;Ukrainian,Female,First
Anzhelina,Russian,Female,First
Anzo,Germanic,Male,First
Anzor,Chechen;Georgian,Male,First
Ao,Japanese,Unisex,First
Aod,BiblicalGreek,Male,First
Aodh,IrishMythology;ScottishGaelic;Irish,Male,First
Aodhagán,Irish,Male,First
Aodhán,Irish,Male,First
Aoede,GreekMythology,Female,First
Aoi,Japanese,Unisex,First
Aoibhe,Irish,Female,First
Aoibheann,Irish,Female,First
Aoibhín,Irish,Female,First
Aoibhinn,Irish,Female,First
Aoide,GreekMythology,Female,First
Aoife,Irish;IrishMythology,Female,First
Aonghas,ScottishGaelic,Male,First
Aonghus,IrishMythology;Irish;ScottishGaelic,Male,First
Aoto,Japanese,Male,First
Apanii,Siksika,Female,First
Aparajita,Bengali;Hindi,Female,First
Aparecida,Portuguese,Female,First
Aparecido,Portuguese,Male,First
Aparna,Kannada;Bengali;Malayalam;Hinduism;Hindi;Tamil;Marathi;Telugu,Female,First
Aphra,Various,Female,First
Aphrodisia,AncientGreek,Female,First
Aphrodisios,AncientGreek,Male,First
Aphrodite,GreekMythology,Female,First
Apikalia,Hawaiian,Female,First
Apis,EgyptianMythology,Male,First
Apolena,Czech;Slovak,Female,First
Apolinar,Spanish,Male,First
Apolinary,Polish,Male,First
Apollinaire,French,Male,First
Apollinaris,AncientGreek,Male,First
Apollinariya,Russian,Female,First
Apolline,French,Female,First
Apollo,GreekMythology,Male,First
Apollodoros,AncientGreek,Male,First
Apollon,Greek;GreekMythology,Male,First
Apollonia,AncientGreek;Italian,Female,First
Apollonides,AncientGreek,Male,First
Apollonios,AncientGreek,Male,First
Apollonius,AncientGreek,Male,First
Apolónia,Portuguese,Female,First
Apolônia,Portuguese,Female,First
Apolonia,Spanish;Polish,Female,First
Apolonija,Slovene;Lithuanian;Latvian,Female,First
Apoorva,Hindi;Marathi,Unisex,First
Apostol,Bulgarian;Romanian;Macedonian,Male,First
Apostolis,Greek,Male,First
Apostolos,Greek,Male,First
Apphia,Biblical,Female,First
Appius,AncientRoman,Male,First
Apple,English,Female,First
April,English,Female,First
Apurva,Hindi;Marathi,Unisex,First
Aputsiaq,Greenlandic,Male,First
Aqbota,Kazakh,Female,First
Aqeel,Arabic;Urdu,Male,First
Aqerke,Kazakh,Female,First
Aqil,Arabic;Urdu,Male,First
Aqila,Arabic,Female,First
Aqissiaq,Greenlandic,Male,First
Aqmaral,Kazakh,Female,First
Aqniet,Kazakh,Unisex,First
Aqsa,Urdu;Arabic,Female,First
Aquila,AncientRoman;Biblical,Unisex,First
Aquiles,Portuguese;Spanish,Male,First
Aquilina,AncientRoman;Spanish,Female,First
Aquilino,Spanish,Male,First
Aquilinus,AncientRoman,Male,First
Ara,Armenian;ArmenianMythology,Male,First
Arabella,English,Female,First
Arabinda,Bengali;Odia,Male,First
Araceli,Spanish,Female,First
Aracelis,Spanish,Female,First
Aracely,Spanish,Female,First
Arachne,GreekMythology,Female,First
Aradhana,Hindi,Female,First
Aram,Kurdish;BiblicalHebrew;Biblical;BiblicalGreek;BiblicalLatin;Armenian,Male,First
Aragorn,Literature,Male,First
Arailym,Kazakh,Female,First
Arakel,Armenian,Male,First
Aran,Biblical;Irish;Catalan;BiblicalHebrew,Unisex,First
Aramazd,ArmenianMythology,Male,First
Araminta,English,Female,First
Aramis,Literature,Male,First
Arancha,Spanish,Female,First
Aranka,Hungarian,Female,First
Aranrhod,WelshMythology,Female,First
Arantxa,Basque,Female,First
Arantza,Basque,Female,First
Arantzazu,Basque,Female,First
Aranza,Spanish,Female,First
Aránzazu,Spanish,Female,First
Ararat,Armenian,Male,First
Aras,Lithuanian,Male,First
Arash,Persian;PersianMythology,Male,First
Arastoo,Persian,Male,First
Arata,Japanese,Male,First
Arati,Hindi;Marathi,Female,First
Aratz,Basque,Male,First
Aravind,Marathi;Tamil;Hindi;Kannada,Male,First
Aravinda,Kannada,Male,First
Arawn,WelshMythology,Male,First
Arax,Armenian,Female,First
Araylym,Kazakh,Female,First
Arbana,Albanian,Female,First
Arbel,Hebrew,Unisex,First
Arben,Albanian,Male,First
Arcadia,Spanish,Female,First
Arcadio,Spanish,Male,First
Arcadius,AncientGreek,Male,First
Arcangela,Italian,Female,First
Arcangelo,Italian,Male,First
Arcelia,Spanish,Female,First
Arch,English,Male,First
Archana,Telugu;Tamil;Malayalam;Kannada;Hindi;Marathi,Female,First
Archelaos,AncientGreek;BiblicalGreek,Male,First
Archelaus,AncientGreek;BiblicalLatin;Biblical,Male,First
Archembald,Germanic,Male,First
Archer,English,Male,First
Archestrate,AncientGreek,Female,First
Archestratos,AncientGreek,Male,First
Archestratus,AncientGreek,Male,First
Archibald,English;Scottish,Male,First
Archie,Scottish;English,Male,First
Archil,Georgian,Male,First
Archimedes,AncientGreek,Male,First
Archippe,AncientGreek,Female,First
Archippos,BiblicalGreek;AncientGreek,Male,First
Archippus,BiblicalLatin;Biblical;AncientGreek,Male,First
Arcturus,Astronomy,Male,First
Arda,Turkish,Male,First
Ardal,Irish,Male,First
Ardalion,Georgian;LateGreek;Russian,Male,First
Ardashir,MiddlePersian,Male,First
Ardath,English,Female,First
Arden,English,Unisex,First
Ardeshir,Persian,Male,First
Ardgal,OldIrish,Male,First
Ardghal,Irish,Male,First
Ardit,Albanian,Male,First
Ardita,Albanian,Female,First
Ardith,English,Female,First
Ardito,Italian,Male,First
Ardo,Estonian,Male,First
Arduino,Italian,Male,First
Are,Norwegian,Male,First
Aredvi,PersianMythology,Female,First
Areej,Urdu;Arabic,Female,First
Aref,Persian,Male,First
Areg,Armenian,Male,First
Areios,AncientGreek,Male,First
Arek,Polish,Male,First
Areli,Biblical;BiblicalHebrew,Male,First
Aren,Armenian,Male,First
Arend,Dutch;German,Male,First
Ares,GreekMythology,Male,First
Aretas,Biblical,Male,First
Arete,AncientGreek;GreekMythology,Female,First
Aretha,English,Female,First
Arethousa,GreekMythology,Female,First
Arethusa,GreekMythology,Female,First
Areti,Greek,Female,First
Arev,Armenian,Female,First
Arevig,Armenian,Female,First
Arevik,Armenian,Female,First
Arezoo,Persian,Female,First
Arezou,Persian,Female,First
Arezu,Persian,Female,First
Argentina,Spanish;Italian;Portuguese,Female,First
Argentino,Spanish,Male,First
Argi,Basque,Male,First
Argider,Basque,Male,First
Argimiro,Spanish,Male,First
Argimirus,Germanic,Male,First
Argiñe,Basque,Female,First
Argos,GreekMythology,Male,First
Argus,GreekMythology,Male,First
Ari,Finnish;Hebrew;Icelandic;OldNorse;Armenian,Male,First
Argyris,Greek,Male,First
Argyro,Greek,Female,First
Aria,Persian;English,Unisex,First
Argyros,AncientGreek,Male,First
Aría,Icelandic,Female,First
Ariadna,Polish;Spanish;Catalan;Russian,Female,First
Ariadne,GreekMythology,Female,First
Ariadni,Greek,Female,First
Ariah,English,Female,First
Arian,Albanian,Male,First
Ariana,English;Portuguese,Female,First
Ariane,French;German,Female,First
Arianna,Italian;English,Female,First
Arianne,French,Female,First
Arianrhod,WelshMythology,Female,First
Arianwen,Welsh,Female,First
Arie,Hebrew;Dutch,Male,First
Aric,English,Male,First
Aridai,Biblical,Male,First
Arieh,Biblical;Hebrew,Male,First
'Ari'el,BiblicalHebrew,Male,First
Ariel,French;Polish;Biblical;BiblicalGreek;Hebrew;English;Spanish,Unisex,First
Ariella,English,Female,First
Arielle,French;English,Female,First
Arienne,English,Female,First
Aries,Astronomy,Male,First
Arif,Punjabi;Urdu;Malay;Bengali;Turkish;Azerbaijani;Indonesian;Arabic,Male,First
Arihel,BiblicalLatin,Male,First
Arij,Arabic,Female,First
Ārija,Latvian,Female,First
Arijana,Croatian,Female,First
Arijit,Bengali,Male,First
Ārijs,Latvian,Male,First
Arijus,Lithuanian,Male,First
Arik,Hebrew,Male,First
Ariki,Maori,Male,First
Arild,Norwegian,Male,First
Arin,English,Unisex,First
Aris,Greek;Dutch,Male,First
Arina,Russian,Female,First
Arioald,Lombardic,Male,First
Arisha,Russian,Female,First
Arista,Astronomy,Female,First
Aristaeus,GreekMythology,Male,First
Aristaios,GreekMythology,Male,First
Aristarchos,AncientGreek,Male,First
Aristarchus,AncientGreek,Male,First
Aristarkh,Russian,Male,First
Aristeas,AncientGreek,Male,First
Aristeides,AncientGreek,Male,First
Aristeidis,Greek,Male,First
Aristeo,Spanish,Male,First
Aristeus,AncientGreek,Male,First
Aristide,French;Italian,Male,First
Arístides,Spanish,Male,First
Aristides,AncientGreek;Portuguese,Male,First
Aristidis,Greek,Male,First
Aristocles,AncientGreek,Male,First
Aristodemos,GreekMythology;AncientGreek,Male,First
Aristokles,AncientGreek,Male,First
Aristomache,AncientGreek,Female,First
Ariston,AncientGreek,Male,First
Aristophanes,AncientGreek,Male,First
Aristoteles,AncientGreek,Male,First
Aristotelis,Greek,Male,First
Aristotle,AncientGreek,Male,First
Arisztid,Hungarian,Male,First
Aritra,Bengali,Male,First
Aritz,Basque,Male,First
Arius,AncientGreek,Male,First
Ariya,English,Female,First
Ariyah,English,Female,First
Arjan,Dutch;Albanian,Male,First
Arizona,English,Female,First
Arja,Finnish,Female,First
Arjen,Dutch,Male,First
Arjun,Gujarati;Tamil;Malayalam;Nepali;Marathi;Hindi;Bengali;Kannada;Telugu,Male,First
Arjuna,Hinduism,Male,First
Arkadi,Russian,Male,First
Arkadios,AncientGreek,Male,First
Arkadiusz,Polish,Male,First
Arkadiy,Russian,Male,First
Arke,Frisian;GreekMythology,Unisex,First
Arkady,Russian,Male,First
Arkaitz,Basque,Male,First
Arkhip,Russian,Male,First
Arlan,Kazakh,Male,First
Arlecchino,Theatre,Male,First
Arleen,English,Female,First
Arlen,English,Male,First
Arlene,English;Filipino,Female,First
Arlequin,Theatre,Male,First
Arlet,Catalan,Female,First
Arleta,Polish,Female,First
Arleth,Spanish,Female,First
Arlette,French,Female,First
Arlie,English,Unisex,First
Arlindo,Portuguese,Male,First
Arline,English,Female,First
Arman,Persian;Armenian;Kazakh,Male,First
Arlo,English,Male,First
Arlotto,MedievalItalian,Male,First
Armand,French;Catalan,Male,First
Armandas,Lithuanian,Male,First
Armande,French,Female,First
Armandine,French,Female,First
Armando,Italian;Portuguese;Spanish,Male,First
Armands,Latvian,Male,First
Armani,English,Unisex,First
Ármann,Icelandic,Male,First
Armas,Finnish,Male,First
Armazi,GeorgianMythology,Male,First
Armel,French;Breton,Male,First
Armelle,French,Female,First
Armen,Armenian,Male,First
Armenuhi,Armenian,Female,First
Armida,Spanish;Italian,Female,First
Armide,Literature,Female,First
Ármin,Hungarian,Male,First
Armin,German,Male,First
Armine,Armenian,Female,First
Arminius,OldGermanic,Male,First
Armo,Finnish,Male,First
Arn,English,Male,First
Arna,Icelandic;Norwegian,Female,First
Arnaldo,Italian;Portuguese,Male,First
Arnaq,Inuit;Greenlandic,Female,First
Arnar,Icelandic,Male,First
Arnas,Lithuanian,Male,First
Arnau,Catalan,Male,First
Arnaud,French,Male,First
Arnaude,French,Female,First
Arnbjörg,Icelandic,Female,First
Arnbjørg,Norwegian,Female,First
Arnbjǫrg,OldNorse,Female,First
Arnborg,Norwegian,Female,First
Arne,Swedish;Danish;Norwegian;German,Male,First
Arnd,German,Male,First
Arndt,German,Male,First
Arnfinn,Norwegian,Male,First
Arnfinnr,OldNorse,Male,First
Arnfried,German,Male,First
Árni,Icelandic;OldNorse,Male,First
Arnie,English,Male,First
Arnifrid,Germanic,Male,First
Arnis,Latvian,Male,First
Arno,German;Dutch,Male,First
Arnoald,Germanic,Male,First
Arnold,German;English;Germanic;Polish;Dutch,Male,First
Arnoldas,Lithuanian,Male,First
Arnoldo,Italian,Male,First
Arnolds,Latvian,Male,First
Arnolfo,Italian,Male,First
Arnór,Icelandic,Male,First
Arnórr,OldNorse,Male,First
Arnošt,Czech;Sorbian,Male,First
Arnoud,Dutch,Male,First
Arnout,Dutch,Male,First
Arnstein,Norwegian,Male,First
Arnsteinn,OldNorse,Male,First
Arnt,Norwegian,Male,First
Arnþór,Icelandic,Male,First
Arnþórr,OldNorse,Male,First
Arnulf,German;Germanic,Male,First
Arnulfo,Spanish,Male,First
Arnviðr,OldNorse,Male,First
Aroa,Basque;Spanish,Female,First
Aroha,Maori,Unisex,First
Aroldo,Italian,Male,First
Áron,Hungarian,Male,First
Aron,Norwegian;Swedish;Polish;Danish;Icelandic;Croatian,Male,First
Aronas,Lithuanian,Male,First
Aronne,Italian;BiblicalItalian,Male,First
Ārons,Latvian,Male,First
Árpád,Hungarian,Male,First
Arpád,Slovak,Male,First
Arpi,Armenian,Female,First
Arquímedes,Spanish,Male,First
Arran,Scottish,Male,First
Arrats,Basque,Male,First
Arrigo,Italian,Male,First
Arron,English,Male,First
Arsaces,OldPersian;Parthian,Male,First
Arsakes,Parthian;OldPersian,Male,First
Arsen,Ossetian;Armenian;Ukrainian,Male,First
Arsène,French,Male,First
Arseni,Russian,Male,First
Arsénio,Portuguese,Male,First
Arsênio,Portuguese,Male,First
Arsenio,Italian;Spanish,Male,First
Arsenios,AncientGreek,Male,First
Arsenius,AncientGreek,Male,First
Arseniy,Russian;Ukrainian,Male,First
Arseny,Russian,Male,First
Arshad,Arabic;Urdu,Male,First
Arshak,Parthian,Male,First
Arshaka,OldPersian,Male,First
Arshaluys,Armenian,Unisex,First
Arshtat,PersianMythology,Female,First
Arsinoe,AncientGreek,Female,First
Arslan,Turkish;Turkmen,Male,First
Art,English,Male,First
Artabasdos,AncientArmenian,Male,First
Artabazos,OldPersian,Male,First
Artair,ScottishGaelic,Male,First
Artak,Armenian,Male,First
Artan,Albanian,Male,First
Artavasdes,AncientArmenian,Male,First
Artavazd,AncientArmenian;Armenian,Male,First
Artavazda,OldPersian,Male,First
Artaxerxes,OldPersian;History;Biblical,Male,First
Artaxshaça,OldPersian,Male,First
Artem,Russian;Ukrainian,Male,First
Artemi,Russian,Male,First
Artemidoros,AncientGreek,Male,First
Artemio,Italian;Spanish,Male,First
Artemios,AncientGreek,Male,First
Artemis,Greek;GreekMythology,Female,First
Artemisia,AncientGreek,Female,First
Artemisios,AncientGreek,Male,First
Artemius,AncientGreek,Male,First
Artemiy,Russian,Male,First
Artemon,AncientGreek,Male,First
Artemy,Russian,Male,First
Arthfael,MedievalWelsh,Male,First
Arthit,Thai,Male,First
Arthmail,OldWelsh,Male,First
Arthur,German;Norwegian;Danish;ArthurianCycle;French;Swedish;English;WelshMythology;Dutch,Male,First
Arti,Marathi;Hindi,Female,First
Artie,English,Unisex,First
Artiom,Moldovan,Male,First
Artis,Latvian,Male,First
Artjom,Estonian,Male,First
Artjoms,Latvian,Male,First
Arto,Finnish,Male,First
Artsiom,Belarusian,Male,First
Artsyom,Belarusian,Male,First
Arttu,Finnish,Male,First
Artturi,Finnish,Male,First
Artúr,Hungarian,Male,First
Artur,Armenian;Russian;Belarusian;Polish;Portuguese;Galician;Ukrainian;German;Estonian;Catalan;Swedish;Albanian;Czech,Male,First
Artūras,Lithuanian,Male,First
Arturo,Italian;Spanish,Male,First
Artūrs,Latvian,Male,First
Arturs,Latvian,Male,First
Artyom,Russian,Male,First
Arujan,Kazakh,Female,First
Arun,Malayalam;Telugu;Gujarati;Bengali;Hindi;Marathi;Punjabi;Thai;Tamil,Male,First
Aruna,Kannada;Hindi;Sinhalese;Malayalam;Telugu;Hinduism;Tamil,Unisex,First
Arūnas,Lithuanian,Male,First
Arunaz,Kazakh,Female,First
Arundhati,Hinduism;Hindi,Female,First
Arushi,Hinduism;Hindi,Female,First
Aruuzat,Kyrgyz,Female,First
Aruzhan,Kazakh,Female,First
Arvanta,OldPersian,Male,First
Arve,Norwegian,Male,First
Arvel,English,Male,First
Arvid,Swedish;Norwegian,Male,First
Arvīds,Latvian,Male,First
Arvo,Finnish;Estonian,Male,First
Arvydas,Lithuanian,Male,First
Arwa,Arabic,Female,First
Arwel,Welsh,Male,First
Arya,Indonesian;Malayalam;Literature;English;Persian;Hindi,Unisex,First
Arwen,Literature,Female,First
Arwyn,Welsh,Male,First
Aryabhata,Sanskrit,Male,First
Aryan,Hindi,Male,First
Aryana,English,Female,First
Arye,BiblicalHebrew;Hebrew,Male,First
Aryeh,Hebrew,Male,First
Arzhang,PersianMythology;Persian,Male,First
Arzhel,Breton,Male,First
Arzu,Turkish;Azerbaijani;Uyghur,Female,First
Ása,Faroese;Icelandic;OldNorse,Female,First
Åsa,Swedish,Female,First
Asa,BiblicalHebrew;Biblical;Hebrew,Male,First
Asabe,Hausa,Female,First
As'ad,Arabic,Male,First
Asad,Arabic;Urdu,Male,First
Asaf,BiblicalHebrew;Turkish;Hebrew,Male,First
Asadollah,Persian,Male,First
Asadullah,Pashto;Arabic,Male,First
Asahi,Japanese,Unisex,First
Asal,Persian,Female,First
Asami,Japanese,Female,First
Asaph,Biblical,Male,First
Asar,EgyptianMythology,Male,First
Ásbjörn,Icelandic,Male,First
Ásbjǫrn,OldNorse,Male,First
Asbjörn,Swedish,Male,First
Asbjørn,Danish;Norwegian,Male,First
Ascanio,Italian,Male,First
Ascanius,RomanMythology,Male,First
Ascelin,Germanic,Male,First
Ascensión,Spanish,Female,First
Asclepiades,AncientGreek,Male,First
Asclepius,GreekMythology,Male,First
Asco,Germanic,Male,First
Ásdís,OldNorse;Icelandic,Female,First
Asdrúbal,Spanish,Male,First
Asdzáán Nádleehé,NewWorldMythology,Female,First
Åse,Norwegian;Swedish;Danish,Female,First
Aseem,Hindi,Male,First
Asees,Punjabi,Unisex,First
Asef,Persian,Male,First
Äsel,Kazakh,Female,First
Asel,Kyrgyz;Turkish,Female,First
Asen,Bulgarian,Male,First
Asena,Turkish,Female,First
Asenath,Biblical,Female,First
Aseneth,BiblicalLatin,Female,First
Asenneth,BiblicalGreek,Female,First
Aser,BiblicalLatin;BiblicalGreek,Male,First
Ásgeir,Icelandic,Male,First
Asgeir,Norwegian,Male,First
Ásgeirr,OldNorse,Male,First
Asger,Danish,Male,First
Ásgerðr,OldNorse,Female,First
Ásgerður,Icelandic,Female,First
Asha,Hindi;Swahili;Kannada;Marathi;Malayalam,Female,First
Asghar,Arabic;Urdu;Persian,Male,First
Ash,English,Unisex,First
Ashanti,Various,Unisex,First
Asher,English;Hebrew;Biblical;BiblicalHebrew,Male,First
Asherah,SemiticMythology,Female,First
Ashfaq,Arabic;Urdu,Male,First
Åshild,Norwegian,Female,First
Áshildr,OldNorse,Female,First
Ashish,Malayalam;Kannada;Hindi;Marathi;Gujarati;Tamil;Bengali;Nepali,Male,First
Ashkii,Navajo,Male,First
Ashlea,English,Female,First
Ashlee,English,Female,First
Ashleigh,English,Female,First
Ashley,English,Unisex,First
Ashlie,English,Female,First
Ashling,Irish,Female,First
Ashlyn,English,Female,First
Ashlynn,English,Female,First
Ashmedai,JudeoChristianIslamicLegend,Male,First
Ashok,Tamil;Telugu;Bengali;Kannada;Nepali;Marathi;Gujarati;Hindi,Male,First
Ashoka,Sanskrit,Male,First
Ashot,Armenian,Male,First
Ashraf,Malay;Persian;Urdu;Arabic,Unisex,First
Ashraqat,Arabic,Female,First
Ashtad,PersianMythology,Female,First
'Ashtart,SemiticMythology,Female,First
Ashton,English,Unisex,First
'Ashtoret,BiblicalHebrew;SemiticMythology,Female,First
Ashtoreth,Biblical;SemiticMythology,Female,First
Ashtyn,English,Unisex,First
Ashur,SemiticMythology,Male,First
Ashura,Swahili,Female,First
Ashur-Ahha-Iddina,AncientAssyrian,Male,First
Ashur-Bani-Apli,AncientAssyrian,Male,First
Asia,English;Polish;Italian,Female,First
Ashurbanipal,AncientAssyrian,Male,First
Ashwin,Kannada;Hindi;Tamil;Telugu;Marathi,Male,First
Asier,Basque,Male,First
Asif,Arabic;Urdu,Male,First
Asil,Turkish;Arabic,Unisex,First
Asih,Indonesian,Female,First
Asim,Urdu;Arabic;Hindi;Bengali,Male,First
Asija,Bosnian,Female,First
Asım,Turkish,Male,First
Asimina,Greek,Female,First
Asiri,Quechua,Female,First
Asja,Slovene;Bosnian,Female,First
Asiya,Urdu;Arabic,Female,First
Asiye,Turkish,Female,First
Ask,NorseMythology,Male,First
Askanios,GreekMythology,Male,First
Ásketill,OldNorse,Male,First
Asklepiades,AncientGreek,Male,First
Asklepios,GreekMythology,Male,First
Askr,NorseMythology,Male,First
Aslan,Turkish;Circassian;Kazakh;Literature;Azerbaijani;Chechen;Ossetian,Male,First
Aslanbek,Ossetian;Circassian;Chechen,Male,First
Áslaug,Icelandic;OldNorse,Female,First
Aslaug,Norwegian,Female,First
Asle,Norwegian,Male,First
Aslı,Turkish,Female,First
Aslıhan,Turkish,Female,First
Aslög,Swedish,Female,First
Asløg,Danish,Female,First
Əsma,Azerbaijani,Female,First
Asma,Bengali;Urdu;Arabic;Malay,Female,First
Asmaa,Arabic,Female,First
Əsmanur,Azerbaijani,Female,First
Əsmər,Azerbaijani,Female,First
Asma'u,Hausa,Female,First
Asmodai,JudeoChristianIslamicLegend,Male,First
Asmodaios,BiblicalGreek,Male,First
Asmodeus,Biblical;JudeoChristianIslamicLegend,Male,First
Åsmund,Norwegian,Male,First
Ásmundr,OldNorse,Male,First
Ásmundur,Icelandic,Male,First
Əsnad,Azerbaijani,Female,First
Asnappar,Biblical;BiblicalHebrew,Male,First
'Asnat,BiblicalHebrew,Female,First
Åsne,Norwegian,Female,First
Ásný,OldNorse,Female,First
Aspasia,AncientGreek;Greek,Female,First
Aspen,English,Female,First
Aspyn,English,Female,First
Asqar,Kazakh,Male,First
Asra,Arabic,Female,First
Asse,Frisian,Male,First
Assia,Arabic,Female,First
Assol,Russian;Literature,Female,First
Assumpció,Catalan,Female,First
Assumpta,Irish,Female,First
Assunção,Portuguese,Female,First
Assunta,Italian,Female,First
Ásta,OldNorse;Icelandic,Female,First
Asta,Danish;Norwegian;Swedish,Female,First
Astaroth,Literature,Male,First
Astarte,BiblicalGreek;SemiticMythology,Female,First
Aster,English,Unisex,First
Asteria,GreekMythology,Female,First
Asterion,GreekMythology,Male,First
Asterios,Greek;AncientGreek;GreekMythology,Male,First
Asterius,AncientGreek;GreekMythology,Male,First
Astérix,PopularCulture,Male,First
Asterix,PopularCulture,Male,First
Asterope,GreekMythology,Female,First
Astghik,ArmenianMythology;Armenian,Female,First
Aştî,Kurdish,Unisex,First
Astolfo,CarolingianCycle,Male,First
Aston,English,Unisex,First
Astor,English,Male,First
Astoria,English,Female,First
Astra,English,Female,First
Astraea,GreekMythology,Female,First
Astraia,GreekMythology,Female,First
Astrape,GreekMythology,Female,First
Astri,Norwegian,Female,First
Astrid,Swedish;Danish;French;German;Norwegian;English,Female,First
Astrīda,Latvian,Female,First
Astride,Portuguese;French,Female,First
Astrit,Albanian,Male,First
Ástríðr,OldNorse,Female,First
Ástríður,Icelandic,Female,First
Astrophel,Literature,Male,First
Asuka,Japanese,Unisex,First
Asuman,Turkish,Female,First
Asun,Spanish,Female,First
Asunción,Spanish,Female,First
Asya,Russian;Turkish;Bulgarian,Female,First
Ata,Arabic;Maori;Turkmen;Turkish;Samoan,Unisex,First
Ásvaldr,OldNorse,Male,First
Aswathi,Malayalam,Male,First
Asylym,Kazakh,Female,First
Ātaahua,Maori,Female,First
Atabek,Kyrgyz;Kazakh,Male,First
Atahualpa,Quechua,Male,First
Atajan,Turkmen,Male,First
Atalanta,GreekMythology,Female,First
Atalia,Hebrew,Female,First
Atallah,Arabic,Male,First
'Atalya,BiblicalHebrew,Unisex,First
Atanas,Bulgarian;Macedonian,Male,First
Atanase,Romanian,Male,First
Atanasie,Romanian,Male,First
Atanasij,Macedonian,Male,First
Atanasija,Macedonian;Serbian,Female,First
Atanasije,Serbian,Male,First
Atanasio,Italian;Spanish,Male,First
Atanaska,Bulgarian,Female,First
Atara,BiblicalHebrew;Hebrew,Female,First
Atarah,Biblical,Female,First
Atarangi,Maori,Female,First
Ataullah,Arabic,Male,First
Atawhai,Maori,Female,First
Atef,Arabic,Male,First
Atefeh,Persian,Female,First
Atem,EgyptianMythology,Male,First
Aten,EgyptianMythology,Male,First
Atena,Italian;Portuguese;Romanian,Female,First
Atėnė,Lithuanian,Female,First
Atenea,Spanish,Female,First
Aþalaberhtaz,OldGermanic,Male,First
Aþalafuns,Gothic,Male,First
Aþalawulfaz,OldGermanic,Male,First
Aðalbjörg,Icelandic,Female,First
Athaliah,Biblical,Unisex,First
Aðalsteinn,Icelandic;OldNorse,Male,First
Athan,Greek,Male,First
Aþanagild,Gothic,Male,First
Athanagild,Gothic,Male,First
Aþanareiks,Gothic,Male,First
Athanaric,Gothic,Male,First
Athanas,AncientGreek,Male,First
Athanase,French,Male,First
Athanasia,AncientGreek;Greek,Female,First
Athanasii,MedievalSlavic,Male,First
Athanasios,Greek;AncientGreek,Male,First
Athanasius,AncientGreek,Male,First
Athaulf,Gothic,Male,First
Aþawulfs,Gothic,Male,First
Athelstan,English,Male,First
Aþena,Icelandic,Female,First
Athéna,French,Female,First
Athena,GreekMythology;English,Female,First
Athénaïs,French,Female,First
Athenais,AncientGreek,Female,First
Athene,GreekMythology,Female,First
Athenodoros,AncientGreek,Male,First
Athina,Greek,Female,First
Athol,Scottish,Unisex,First
Atieno,Luo,Female,First
Atif,Arabic;Urdu,Male,First
Atifa,Arabic,Female,First
Atika,Arabic,Female,First
Atila,Turkish,Male,First
Atílio,Portuguese,Male,First
Atilio,Spanish,Male,First
Atilius,AncientRoman,Male,First
Atilla,Turkish,Male,First
Atiya,Arabic,Unisex,First
Atlas,GreekMythology,Male,First
Atle,Norwegian,Male,First
Atli,NorseMythology;Icelandic,Male,First
Aton,EgyptianMythology,Male,First
Atossa,OldPersian,Female,First
Atousa,Persian,Female,First
Atreus,GreekMythology,Male,First
Atropos,GreekMythology,Female,First
Atse,Frisian,Male,First
Atsuko,Japanese,Female,First
Atsushi,Japanese,Male,First
Atte,Finnish,Male,First
Atticus,Literature;AncientGreek,Male,First
Attikos,AncientGreek,Male,First
Attila,Hungarian;History;Turkish,Male,First
Attilio,Italian,Male,First
Atuf,Arabic,Male,First
Atum,EgyptianMythology,Male,First
Auberi,MedievalFrench,Male,First
Auberon,CarolingianCycle,Male,First
Aubert,French,Male,First
Aubin,French,Male,First
Aubree,English,Female,First
Aubrey,English,Unisex,First
Aubriana,English,Female,First
Aubrianna,English,Female,First
Aubrie,English,Female,First
Aubrielle,English,Female,First
Aucaman,Mapuche,Male,First
Aud,Norwegian,Female,First
Auda,Germanic,Female,First
Audagar,Germanic,Male,First
Audamar,Germanic,Male,First
Audawakrs,Gothic,Male,First
Audaweniz,OldGermanic,Male,First
Aude,French,Female,First
Auden,English,Unisex,First
Audhild,Norwegian,Female,First
Audie,English,Unisex,First
Audley,English,Male,First
Audo,Germanic,Male,First
Audoin,Lombardic,Male,First
Audovacar,Gothic,Male,First
Audra,English;Lithuanian,Female,First
Audovera,Germanic,Female,First
Audowin,Germanic,Male,First
Audrea,English,Female,First
Audrey,French;English,Female,First
Audrius,Lithuanian,Male,First
Audronė,Lithuanian,Female,First
Audun,Norwegian,Male,First
Augie,English,Male,First
August,Norwegian;German;Danish;Catalan;Swedish;Finnish;English;Polish,Male,First
Auguste,French;German,Unisex,First
Augusta,Portuguese;Italian;English;German;AncientRoman,Female,First
Augustas,Lithuanian,Male,First
Augustė,Lithuanian,Female,First
Augustijn,Dutch,Male,First
Augustín,Slovak,Male,First
Augustin,Czech;German;French;Romanian,Male,First
Augustine,French;English,Unisex,First
Augustina,AncientRoman,Female,First
Augustinas,Lithuanian,Male,First
Augustinus,AncientRoman,Male,First
Augusto,Italian;Spanish;Portuguese,Male,First
Augusts,Latvian,Male,First
Augustus,Dutch;AncientRoman,Male,First
Augustyn,Polish,Male,First
Augustyna,Polish,Female,First
